0,4
1,4
2,0
3,2
4,4
5,4
6,4
7,1
8,2
9,4
10,2
11,1
12,4
13,2
14,2
15,2
16,4
17,1
18,4
19,1
20,4
21,4
22,1
23,1
24,4
25,4
26,4
27,4
28,4
29,0
30,2
31,4
32,4
33,2
34,4
35,4
36,4
37,4
38,3
39,4
40,3
41,4
42,4
43,2
44,4
45,4
46,4
47,4
48,0
49,4
50,4
51,4
52,4
53,0
54,4
55,4
56,0
57,4
58,4
59,2
60,4
61,4
62,4
63,4
64,4
65,4
66,4
67,0
68,4
69,4
70,4
71,4
72,4
73,1
74,4
75,4
76,4
77,4
78,4
79,1
80,4
81,4
82,4
83,4
84,4
85,2
86,4
87,4
88,4
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,4
97,4
98,4
99,4
100,4
101,3
102,4
103,0
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,4
112,4
113,4
114,4
115,4
116,4
117,4
118,2
119,4
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,0
129,2
130,0
131,4
132,0
133,4
134,4
135,2
136,0
137,4
138,4
139,4
140,4
141,0
142,0
143,4
144,0
145,4
146,4
147,4
148,4
149,4
150,4
151,1
152,4
153,0
154,4
155,4
156,2
157,4
158,4
159,0
160,3
161,4
162,4
163,4
164,2
165,4
166,4
167,4
168,4
169,4
170,4
171,4
172,2
173,4
174,2
175,2
176,4
177,0
178,4
179,4
180,4
181,4
182,1
183,4
184,2
185,4
186,4
187,2
188,4
189,4
190,4
191,4
192,4
193,4
194,4
195,4
196,4
197,4
198,4
199,4
200,3
201,4
202,3
203,4
204,4
205,4
206,4
207,4
208,4
209,4
210,1
211,0
212,0
213,4
214,4
215,1
216,3
217,2
218,4
219,4
220,4
221,4
222,2
223,4
224,4
225,4
226,3
227,4
228,4
229,4
230,4
231,4
232,2
233,4
234,4
235,4
236,2
237,2
238,0
239,4
240,4
241,4
242,2
243,4
244,4
245,0
246,4
247,4
248,4
249,4
250,0
251,4
252,4
253,4
254,4
255,4
256,4
257,4
258,4
259,4
260,4
261,4
262,0
263,0
264,2
265,4
266,0
267,4
268,4
269,1
270,4
271,0
272,1
273,0
274,4
275,4
276,4
277,4
278,4
279,4
280,4
281,4
282,4
283,4
284,4
285,1
286,4
287,2
288,4
289,4
290,4
291,0
292,4
293,4
294,4
295,4
296,4
297,4
298,1
299,4
300,0
301,4
302,4
303,4
304,4
305,4
306,4
307,4
308,0
309,4
310,4
311,4
312,2
313,4
314,4
315,4
316,4
317,4
318,4
319,4
320,4
321,4
322,4
323,4
324,4
325,4
326,0
327,3
328,4
329,4
330,0
331,4
332,4
333,4
334,2
335,4
336,4
337,4
338,4
339,4
340,4
341,4
342,0
343,4
344,2
345,4
346,2
347,4
348,4
349,4
350,4
351,4
352,4
353,4
354,1
355,4
356,4
357,2
358,4
359,4
360,0
361,3
362,4
363,4
364,0
365,4
366,0
367,4
368,4
369,0
370,4
371,4
372,4
373,4
374,0
375,2
376,4
377,4
378,4
379,4
380,4
381,4
382,4
383,4
384,4
385,4
386,4
387,4
388,4
389,4
390,4
391,4
392,0
393,4
394,4
395,4
396,4
397,4
398,4
399,0
400,4
401,4
402,0
403,2
404,4
405,0
406,4
407,4
408,4
409,2
410,4
411,4
412,4
413,4
414,0
415,4
416,0
417,4
418,4
419,4
420,4
421,0
422,4
423,0
424,4
425,4
426,4
427,4
428,4
429,4
430,4
431,2
432,0
433,4
434,4
435,4
436,4
437,4
438,4
439,4
440,4
441,2
442,0
443,4
444,4
445,4
446,4
447,4
448,0
449,4
450,4
451,4
452,4
453,4
454,4
455,2
456,4
457,2
458,2
459,4
460,0
461,4
462,4
463,0
464,4
465,4
466,4
467,4
468,0
469,4
470,4
471,0
472,4
473,4
474,4
475,1
476,2
477,4
478,4
479,4
480,1
481,4
482,2
483,0
484,4
485,4
486,4
487,2
488,4
489,1
490,4
491,1
492,4
493,4
494,4
495,4
496,4
497,2
498,4
499,4
500,4
501,4
502,4
503,4
504,0
505,0
506,4
507,1
508,4
509,4
510,0
511,4
512,4
513,4
514,3
515,4
516,4
517,1
518,4
519,0
520,4
521,4
522,4
523,0
524,4
525,4
526,4
527,0
528,4
529,4
530,4
531,4
532,4
533,4
534,4
535,4
536,4
537,4
538,4
539,4
540,4
541,4
542,4
543,4
544,0
545,4
546,4
547,4
548,4
549,4
550,0
551,1
552,0
553,4
554,4
555,4
556,0
557,0
558,4
559,4
560,4
561,3
562,4
563,4
564,4
565,4
566,4
567,1
568,4
569,4
570,4
571,0
572,2
573,2
574,0
575,4
576,4
577,4
578,4
579,0
580,2
581,0
582,4
583,2
584,4
585,4
586,2
587,4
588,4
589,4
590,4
591,0
592,0
593,0
594,1
595,4
596,4
597,4
598,4
599,4
600,4
601,4
602,4
603,4
604,4
605,1
606,4
607,4
608,4
609,4
610,0
611,4
612,4
613,4
614,4
615,4
616,4
617,4
618,2
619,4
620,2
621,4
622,2
623,0
624,4
625,4
626,0
627,4
628,4
629,4
630,4
631,4
632,0
633,4
634,0
635,4
636,4
637,4
638,4
639,4
640,4
641,0
642,4
643,2
644,4
645,0
646,2
647,4
648,2
649,0
650,1
651,4
652,4
653,4
654,4
655,2
656,1
657,4
658,4
659,1
660,4
661,4
662,4
663,4
664,4
665,2
666,4
667,4
668,4
669,4
670,4
671,4
672,2
673,4
674,4
675,4
676,0
677,2
678,4
679,4
680,2
681,4
682,4
683,0
684,4
685,0
686,4
687,2
688,4
689,2
690,4
691,4
692,0
693,2
694,4
695,0
696,4
697,0
698,4
699,4
700,1
701,4
702,4
703,4
704,4
705,4
706,4
707,2
708,0
709,2
710,4
711,4
712,3
713,2
714,0
715,2
716,4
717,0
718,3
719,1
720,4
721,4
722,4
723,4
724,2
725,2
726,4
727,4
728,4
729,4
730,4
731,2
732,0
733,2
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,1
744,2
745,4
746,2
747,4
748,4
749,0
750,1
751,4
752,4
753,4
754,0
755,4
756,1
757,4
758,4
759,4
760,4
761,4
762,4
763,1
764,4
765,0
766,4
767,4
768,2
769,4
770,3
771,4
772,4
773,1
774,4
775,2
776,4
777,4
778,2
779,4
780,0
781,4
782,4
783,4
784,4
785,2
786,4
787,2
788,4
789,4
790,4
791,4
792,2
793,4
794,4
795,4
796,0
797,0
798,2
799,4
800,4
801,1
802,4
803,4
804,4
805,3
806,4
807,0
808,4
809,4
810,0
811,4
812,4
813,4
814,0
815,2
816,4
817,1
818,0
819,4
820,0
821,0
822,4
823,0
824,4
825,4
826,4
827,4
828,0
829,2
830,4
831,4
832,4
833,4
834,4
835,1
836,4
837,1
838,4
839,4
840,4
841,0
842,1
843,4
844,1
845,2
846,0
847,4
848,4
849,4
850,4
851,4
852,1
853,2
854,4
855,4
856,4
857,4
858,0
859,4
860,4
861,4
862,0
863,4
864,0
865,4
866,4
867,4
868,4
869,2
870,4
871,0
872,4
873,0
874,4
875,4
876,4
877,0
878,4
879,0
880,4
881,4
882,4
883,2
884,1
885,1
886,4
887,4
888,4
889,4
890,4
891,0
892,1
893,2
894,4
895,0
896,4
897,1
898,4
899,4
900,4
901,0
902,4
903,4
904,1
905,1
906,1
907,4
908,4
909,4
910,4
911,2
912,4
913,0
914,4
915,1
916,4
917,2
918,2
919,1
920,1
921,4
922,4
923,3
924,0
925,2
926,3
927,1
928,2
929,4
930,3
931,4
932,4
933,4
934,4
935,4
936,1
937,4
938,4
939,4
940,4
941,4
942,1
943,4
944,1
945,1
946,1
947,4
948,3
949,1
950,0
951,3
952,1
953,1
954,3
955,3
956,4
957,2
958,0
959,0
960,4
961,4
962,4
963,4
964,4
965,4
966,4
967,4
968,4
969,2
970,4
971,4
972,4
973,4
974,4
975,1
976,4
977,4
978,3
979,0
980,3
981,3
982,4
983,1
984,1
985,2
986,1
987,2
988,1
989,3
990,2
991,0
992,4
993,0
994,1
995,4
996,1
997,2
998,4
999,4
1000,4
1001,1
1002,2
1003,1
1004,4
1005,1
1006,3
1007,4
1008,1
1009,1
1010,3
1011,1
1012,1
1013,1
1014,2
1015,4
1016,3
1017,4
1018,4
1019,1
1020,3
1021,1
1022,1
1023,3
1024,0
1025,1
1026,2
1027,2
1028,3
1029,1
1030,2
1031,0
1032,0
1033,3
1034,4
1035,4
1036,0
1037,3
1038,3
1039,1
1040,4
1041,4
1042,4
1043,2
1044,0
1045,4
1046,4
1047,4
1048,1
1049,4
1050,2
1051,0
1052,4
1053,0
1054,4
1055,4
1056,4
1057,0
1058,0
1059,1
1060,0
1061,4
1062,4
1063,4
1064,4
1065,0
1066,4
1067,4
1068,0
1069,4
1070,4
1071,4
1072,4
1073,0
1074,4
1075,4
1076,4
1077,0
1078,4
1079,0
1080,0
1081,0
1082,4
1083,3
1084,2
1085,0
1086,0
1087,0
1088,4
1089,4
1090,4
1091,4
1092,0
1093,0
1094,4
1095,4
1096,4
1097,0
1098,0
1099,4
1100,0
1101,0
1102,4
1103,0
1104,0
1105,4
1106,1
1107,4
1108,1
1109,0
1110,2
1111,4
1112,0
1113,4
1114,4
1115,4
1116,0
1117,4
1118,4
1119,4
1120,4
1121,0
1122,4
1123,4
1124,0
1125,4
1126,4
1127,0
1128,4
1129,0
1130,4
1131,4
1132,4
1133,2
1134,0
1135,4
1136,4
1137,0
1138,4
1139,4
1140,0
1141,4
1142,4
1143,4
1144,4
1145,0
1146,0
1147,4
1148,4
1149,4
1150,4
1151,4
1152,4
1153,4
1154,4
1155,4
1156,0
1157,4
1158,0
1159,0
1160,0
1161,0
1162,2
1163,2
1164,0
1165,0
1166,4
1167,0
1168,0
1169,4
1170,4
1171,0
1172,2
1173,4
1174,4
1175,4
1176,0
1177,1
1178,0
1179,0
1180,4
1181,3
1182,4
1183,4
1184,4
1185,4
1186,4
1187,4
1188,4
1189,0
1190,4
1191,0
1192,4
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,4
1202,0
1203,0
1204,4
1205,0
1206,3
1207,0
1208,0
1209,4
1210,0
1211,0
1212,0
1213,0
1214,0
1215,4
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,4
1224,4
1225,0
1226,4
1227,0
1228,0
